ligname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	edisper_avg	edisper_se	eel_avg	eel_se	vdwaals_avg	vdwaals_se	egb_avg	egb_se	esurf_avg	esurf_se	gb_tot_avg	gb_tot_se	jan-id	Kd-exp	expt-dg	expt-err	q	N	site
l1	-13.782514195796006	5.386923008552297	1.263558108294026	0.6750114088711292	-5.439448301372032	1.6280316148874394	-1.4354789719421108	1.104376377100616	-1.043207003891989	1.7104298613152018	0.0	0.0	27.363943083131765	20.541561689262988	-27.872811101018073	2.3989632846288806	-2.3423300354817678	18.11212824505028	0.0	0.0	-23.06391509535668	3.1259384380457984	LDHA12	0.0007700000000000001	-4.24589	0.1	0	15	Adenine
l2	-6.332225623341991	5.518689639857948	1.8318872253700609	0.6886195923941207	-3.3544306179861847	1.8973447482233892	0.17989987572785254	1.095159525581222	1.1533541099820943	1.8330037983956908	0.0	0.0	18.872964296835974	18.885917759144267	-22.988982487545808	2.5145876654623724	-6.940780332645682	16.247813080411	0.0	0.0	-17.519618438998627	3.0734875993918296	LDHA14	0.0042	-3.24117	0.1	0	12	Adenine
l3	-13.00456380723051	5.179588862235482	0.5554597874639651	0.6528816472296397	-6.721182146474029	1.7056493028565785	-1.0176528541361067	1.1677330766475016	-0.2601542791500036	1.5549671749563772	0.0	0.0	20.325746046990357	19.6611799054269	-27.43901686005377	2.5175633202379863	-1.1024109622638123	17.074817202179254	0.0	0.0	-28.735407148146987	2.9808486539305505	LDHA15	0.00079	-4.23071	0.1	0	14	Adenine
l4	-9.292734805830301	5.852096223799054	0.19376787914999316	0.5818376272511774	-4.869330118693954	1.6678832545270104	-1.1135442504480149	0.9454520397687664	1.3788578670603295	1.705799245532	0.0	0.0	-116.84118077277405	21.2838141039639	-33.274050921158015	2.522337849449273	137.12747991407002	19.29871458308155	0.0	0.0	-26.6727598505083	2.8555722941144115	LDHA16	0.0005	-4.5016099999999994	0.1	0	18	Adenine
l5	-13.711367823024965	5.021284618605246	1.062383360075957	0.6029288603049199	-7.489370946082066	1.6944570750933123	-0.5462054313660935	0.9510796751167641	-0.6224648725139469	1.6992613423180238	0.0	0.0	-88.37297128075261	19.021089015590643	-40.084935410287855	2.5312719432011868	114.9362154698303	16.70764287352016	0.0	0.0	-34.667219289962624	3.143501328966047	LDHA17	4e-05	-5.99747	0.1	0	21	Adenine
l6	-5.192612223484572	5.6584279388131264	1.9771547058120864	0.6164855511344478	-5.6110007535122595	1.7918857421520924	-1.4980202702361023	0.952620095132744	0.9391949741961868	1.6759450125494364	0.0	0.0	-86.27951779421839	20.361227987176505	-33.667395095551925	2.3959383784805266	104.3785501033222	16.672413716997234	0.0	0.0	-25.051333634268378	3.717022274475187	LDHA18	0.00013000000000000002	-5.29942	0.1	0	21	Adenine
l7	8.626464957174584	5.516236378234703	1.9983991496939892	0.7470251649098819	-1.880329082298167	2.072066578660204	0.13884838333591598	1.1223151023610662	-0.7967929670918948	1.922977360907332	0.0	0.0	-329.97093726719663	21.071790121360888	-0.08269617043989308	2.5855989102157015	286.5287222609663	18.766205334299965	0.0	0.0	-35.263332515288255	3.6938184698301715	LDHA19	0.005	-3.1379099999999998	0.1	-2	7	Substrate
l8	-2.2083816892754475	6.4745402760237845	2.4506254336380606	0.6108308070137629	-6.002370039580076	1.6430621460014148	-1.6157450400100364	1.1012643706856062	1.6406144345138167	1.644269977248734	0.0	0.0	-333.3614494345251	20.371636008671697	-16.866710078473805	2.416683556846553	298.5156131536242	17.670273358273796	0.0	0.0	-57.35853465878839	3.877121218924569	LDHA20	0.00021	-4.8716099999999996	0.1	-2	15	Substrate
l9	-2.98775459674272	6.167754418227415	2.280446229366057	0.6378174247813713	-2.383961580124156	1.6535237817839652	0.07221239863990067	1.1523704721464925	-0.04803467375611024	1.7448310219805483	0.0	0.0	-351.94764756267404	20.33349535668365	-15.042916993363875	2.3356738884715105	309.9677347132862	17.62729390547922	0.0	0.0	-60.074361341560326	3.66595353885189	LDHA21	0.00028	-4.84501	0.1	-2	18	Substrate
l10	-8.761809202114428	6.033027864881011	0.4600472392300008	0.6092148488972976	-4.839974739500072	1.9001315600045567	-0.7640672559921441	0.9851346831154784	0.6588245332500999	1.6698191891120997	0.0	0.0	20.42696585606202	20.050513881536034	-30.132098608051805	2.6183605370126934	-1.6443282355035689	18.287704156549488	0.0	0.0	-24.800085661494474	3.0626877660508587	LDHA22	0.0007700000000000001	-4.24589	0.1	-2	19	Adenine
